nome;is_person;role_detail;role_group;numero_episodio;dubbing_type;imdb_nconst;nome_corretto_imdb;imdb_action
CARLOS MEIXIDE;True;Lingüista;Additional Crew;El desorden que dejas S01E03;;;CARLOS MEIXIDE;X
Stéphane Bourdon;True;Conseillers armes;Additional Crew;Amelie;;nm1222578;Stéphane Bourdon;A
Frédéric Daugeron;True;Organisateur de fêtes;Additional Crew;Amelie;;nm0202288;Frédéric Daugeron;A
Rip Hampton O'Neil;True;Directeur technique;Additional Crew;Amelie;;nm0642055;Rip Hampton O'Neil;A
CONCHI IGLESIAS;True;Coach;Additional Crew;El desorden que dejas S01E03;;nm1975090;Conchi Iglesias;A
Jeff Wilson;True;Field Assistants;Additional Crew;Planet Earth S01E10;;;Jeff Wilson;X
Emilio White;True;Field Assistants;Additional Crew;Planet Earth S01E10;;nm1771332;Emilio White;A
John Pike;True;Field Assistants;Additional Crew;Planet Earth S01E10;;;John Pike;X
HENDRIK SCHIERLOH;True;LEGAL & BUSINESS AFFAIRS;Additional Crew;Dark S01E09;;nm9240764;Hendrik Schierloh;A
RUTA ANDRIULEVICIUTE;True;Lithuanian Lawyer;Additional Crew;Chernobyl S01E01;;;RUTA ANDRIULEVICIUTE;X
FLORIAN DOERDELMANN;True;LEGAL & BUSINESS AFFAIRS;Additional Crew;Dark S01E09;;nm9240765;Florian Dördelmann;M
Emma Peace;True;Researchers;Additional Crew;Planet Earth S01E10;;nm3897548;Emma Peace;A
NOBLE FRANKLAND;True;Historical Adviser;Additional Crew;The World At War S01E03;;nm0291327;Noble Frankland;A
ROGER CHINERY;True;Laboratory Liaison;Additional Crew;The World At War S01E03;;nm0157843;Roger Chinery;A
JACKIE GILBEY;True;Assistant Accountants;Additional Crew;Chernobyl S01E01;;nm2386611;Jackie Gilbey;A
Conrad Maufe;True;Researchers;Additional Crew;Planet Earth S01E10;;nm1630323;Conrad H. Maufe;M
SIMONAS SAINERIS;True;Set Production Assistant;Additional Crew;Chernobyl S01E01;;nm8796387;Simonas Saineris;A
AUSRA VINICKAITE;True;Cast Production Assistant;Additional Crew;Chernobyl S01E01;;nm10792472;Ausra Vinickaite;A
IEVA MISIULAITYTÈ;True;Assistant to Johan Renck;Additional Crew;Chernobyl S01E01;;nm11360561;Ieva Misiulaityte;A
JANA THEIS;True;LEGAL & BUSINESS AFFAIRS;Additional Crew;Dark S01E09;;nm9253967;Jana Theis;A
CAROL TURNER;True;PHYSICAL PRODUCTION;Additional Crew;Dark S01E09;;;CAROL TURNER;X
ANDREW ZOPPA;True;interns;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm1635455;Andrew Zoppa;A
KAROLIS KASIKAUSKAS;True;Key Set Production Assistant;Additional Crew;Chernobyl S01E01;;nm7828680;Karolis Kasikauskas;A
SARAH STIFF;True;Assistant Accountants;Additional Crew;Chernobyl S01E01;;nm0830127;Sarah Stiff;A
KRISTINA VALVOLIENE;True;Assistant Accountants;Additional Crew;Chernobyl S01E01;;;KRISTINA VALVOLIENE;X
RENATA DOBRIKIENE;True;Assistant Accountants;Additional Crew;Chernobyl S01E01;;nm13729468;Renata Dobrikiene;A
Roland Hilgartner;True;Field Assistants;Additional Crew;Planet Earth S01E10;;nm3896250;Roland Hilgartner;A
AISTE BORJAS;True;Travel Coordinator;Additional Crew;Chernobyl S01E01;;nm10488344;Aiste Borjas;A
MINDAUGAS BLONSKIS;True;Shipping Coordinator;Additional Crew;Chernobyl S01E01;;nm10488345;Mindaugas Blonskis;A
AMY SHARMAN;True;Production Secretaries;Additional Crew;Chernobyl S01E01;;nm6819669;Amy Sharman;A
AUKSE VEITAITE;True;Production Secretaries;Additional Crew;Chernobyl S01E01;;nm8944801;Aukse Veitaite;A
EGLE ZAJANKAUSKAITE;True;Production Assistant;Additional Crew;Chernobyl S01E01;;nm12346427;Egle Zajankauskaite;A
TOMAS ISAJEVAS;True;Office Runners;Additional Crew;Chernobyl S01E01;;nm13027790;Tomas Isajevas;A
PETRAS PIENAUSKAS;True;Office Runners;Additional Crew;Chernobyl S01E01;;;PETRAS PIENAUSKAS;X
MARTYNAS BUDRYS;True;Office Runners;Additional Crew;Chernobyl S01E01;;nm9920814;Martynas Budrys;A
RITA STRUZIENE;True;Production Accountant;Additional Crew;Chernobyl S01E01;;nm6188318;Rita Struziene;A
ELLA WEST;True;Key 1st Assistant Accountant;Additional Crew;Chernobyl S01E01;;;ELLA WEST;X
TADAS MACKELIS;True;1st Assistant Accountant (Lithuania);Additional Crew;Chernobyl S01E01;;nm8268498;Tadas Mackelis;A
KAREN WALKER;True;2nd Assistant Accountant;Additional Crew;Chernobyl S01E01;;nm2778874;Karen Walker;A
LIUKRECIJA KYBARTIENÈ;True;Payroll Accountant (Lithuania);Additional Crew;Chernobyl S01E01;;nm6520891;Liukrecija Kybartiene;A
BIRUTE LAPINSKIENE;True;Cashier;Additional Crew;Chernobyl S01E01;;;BIRUTE LAPINSKIENE;X
CHRIS BROWN;True;Post Production Assistant;Additional Crew;Twin Peaks S01E03;;;CHRIS BROWN;X
RUSS CORIN;True;Production Assistants;Additional Crew;Apocalypse Now;;nm0179863;Russ Corin;A
DIEGO GARCÍA;True;Director de Ventas Media Services;Additional Crew;El desorden que dejas S01E03;;;DIEGO GARCÍA;X
JOHN CHAPMAN;True;Production Assistants;Additional Crew;Apocalypse Now;;;JOHN CHAPMAN;X
Iaia Caldararo;True;Consulenza Legale;Additional Crew;La grande bellezza;;nm5691261;Iaia Calderaro;M
Clorinda Abate;True;Consulenza Legale;Additional Crew;La grande bellezza;;nm5692511;Clorinda Abate;A
Lorenzo De Sanctis;True;Consulenza Legale;Additional Crew;La grande bellezza;;nm6181344;Lorenzo De Sanctis;A
Guendalina Ponti;True;Consulenza Legale;Additional Crew;La grande bellezza;;nm1731110;Guendalina Ponti;A
Antonella Anselmo;True;Produzione Indigo Film;Additional Crew;La grande bellezza;;nm5255847;Antonella Anselmo;A
Laura Branchini;True;Produzione Indigo Film;Additional Crew;La grande bellezza;;nm6181343;Laura Branchini;A
Sara Calvanico;True;Produzione Indigo Film;Additional Crew;La grande bellezza;;nm5270628;Sara Calvanico;A
Alessandra Cevenini;True;Produzione Indigo Film;Additional Crew;La grande bellezza;;nm1062071;Alessandra Cevenini;A
Paolo Centore;True;Produzione Indigo Film;Additional Crew;La grande bellezza;;nm1401785;Paolo Centore;A
Ilaria Avanzi;True;Produzione Indigo Film;Additional Crew;La grande bellezza;;nm5254810;Ilaria Avanzi;A
Valeria Di Graziano;True;Produzione Indigo Film;Additional Crew;La grande bellezza;;nm4939027;Valeria Di Graziano;A
Rossella Aterrano;True;Cassiera;Additional Crew;La grande bellezza;;nm3565443;Rossella Aterrano;A
Massimiliano Tramontano;True;Amministrazione film;Additional Crew;La grande bellezza;;nm3565303;Massimiliano Tramontano;A
Anna Tramontano;True;Amministrazione;Additional Crew;La grande bellezza;;nm1811828;Anna Tramontano;A
Valerio Azzali;True;Backstage;Additional Crew;La grande bellezza;;nm2356918;Valerio Azzali;A
Gianluca Jodice;True;Backstage;Additional Crew;La grande bellezza;;;Gianluca Jodice;X
Deborah Petrarchi;True;Permessi minori;Additional Crew;La grande bellezza;;nm6181316;Deborah Petrarchi;A
Alessandra Troisi;True;Aosm Roma;Additional Crew;La grande bellezza;;nm6181327;Alessandra Troisi;A
Savino Cirulli;True;Aosm Roma;Additional Crew;La grande bellezza;;nm6181326;Savino Cirulli;A
MATTHEW G. KING;True;production assistants;Additional Crew;Eternal Sunshine of the Spotless Mind;;;MATTHEW G. KING;X
ANDREW GOODMAN;True;production assistants;Additional Crew;Eternal Sunshine of the Spotless Mind;;;ANDREW GOODMAN;X
ANTONIA NOVAK;True;SET RUNNERS;Additional Crew;Dark S01E09;;nm9238611;Antonia Novak;A
ENRICO REINECKE;True;MOVE COORDINATORS;Additional Crew;Dark S01E09;;nm8411570;Enrico Reinecke;A
Alessandro Contri;True;Consulenza Legale;Additional Crew;La grande bellezza;;nm6181345;Alessandro Coni;M
Silvana Carnevale;True;Aiuto Cassiera;Additional Crew;Romanzo criminale S01E01;;;Silvana Carnevale;X
Piera Giaccherini;True;Cassiera;Additional Crew;Romanzo criminale S01E01;;nm1292377;Pierina Giaccherini;M
Carlo Gagliardi;True;Amministratore;Additional Crew;Romanzo criminale S01E01;;nm0300883;Carlo Gagliardi;A
DOUG CLAYBOURNE;True;Post Production Coordinators;Additional Crew;Apocalypse Now;;;DOUG CLAYBOURNE;X
RUDI FEHR;True;Foreign Post Production Coordinator;Additional Crew;Apocalypse Now;;;RUDI FEHR;X
Umberto Dell'Isola;True;Amministrazione per Pronos 94;Additional Crew;La grande bellezza;;nm6181373;Umberto Dell'Isola;A
Emanuela Neresine;True;Amministrazione per Pronos 94;Additional Crew;La grande bellezza;;nm6181372;Emanuela Neresine;A
Valentina Viscione;True;Amministrazione per Pronos 94;Additional Crew;La grande bellezza;;nm6181371;Valentina Viscione;A
Elena Tramontano;True;Amministrazione per Pronos 94;Additional Crew;La grande bellezza;;nm3565150;Elena Tramontano;A
FERDINAND DIEPENBROCK;True;SET RUNNERS;Additional Crew;Dark S01E09;;nm9238605;Ferdinand Diepenbrock;A
Lucile Brun;True;Produzione Pathé;Additional Crew;La grande bellezza;;nm7553415;Lucile Brun;A
Charlotte Laurendeau;True;Produzione Pathé;Additional Crew;La grande bellezza;;nm2904192;Charlotte Laurendeau;A
Olivier Cottet-Puinel;True;Produzione Pathé;Additional Crew;La grande bellezza;;;Olivier Cottet-Puinel;X
Odette Adamski;True;Produzione Babe Films;Additional Crew;La grande bellezza;;nm6181368;Odette Adamski;A
Alessandro Maniccia;True;Telecinema Giornalieri;Additional Crew;Romanzo criminale S01E01;;;Alessandro Maniccia;X
Riccardo Marchegiani;True;Produzione Babe Films;Additional Crew;La grande bellezza;;;Riccardo Marchegiani;X
Clémence Forestier;True;Produzione Babe Films;Additional Crew;La grande bellezza;;nm4536456;Clemence Forestier;A
Alix Cugenheim;True;Produzione Babe Films;Additional Crew;La grande bellezza;;nm3407284;Alix Gugenheim;M
Simona De Laurentiis;True;Responsabile Post Produzione;Additional Crew;Romanzo criminale S01E01;;;Simona De Laurentiis;X
Nathanael Poupin;True;Business & Legal Affairs;Additional Crew;Romanzo criminale S01E01;;nm3980544;Nathanaël Poupin;A
Karen Hassan;True;Responsabile Marketing;Additional Crew;Romanzo criminale S01E01;;;Karen Hassan;X
Giada Giannecchini;True;Marketing;Additional Crew;Romanzo criminale S01E01;;nm17160540;Giada Giannecchini;A
Firminio Pasquali;True;Responsabile Amministrativo Cattleya;Additional Crew;Romanzo criminale S01E01;;nm1787142;Firminio Pasquali;A
Marzia Kronauer;True;Ufficio Stampa Sky Tv;Additional Crew;Romanzo criminale S01E01;;;Marzia Kronauer;X
Roberta Chiarenza;True;Assistente;Additional Crew;Romanzo criminale S01E01;;;Roberta Chiarenza;X
Mario Pizzuti;True;Acting Coach;Additional Crew;Romanzo criminale S01E01;;;Mario Pizzuti;X
Gabriella Giannattasio;True;Assistente;Additional Crew;Romanzo criminale S01E01;;;Gabriella Giannattasio;X
Oriana Buttacavoli;True;Produzione Babe Films;Additional Crew;La grande bellezza;;nm3564436;Oriana Buttacavoli;A
BARBARA MARKS;True;Post Production Coordinators;Additional Crew;Apocalypse Now;;nm0548772;Barbara Marks;A
Erminio Lauri;True;Telecinema Giornalieri;Additional Crew;Romanzo criminale S01E01;;;Erminio Lauri;X
Alessandro Spadea;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;;Alessandro Spadea;X
Gianfilippo Spoletini;True;A.O.S.M.;Additional Crew;Romanzo criminale S01E01;;nm0819335;Gianfilippo Spoletini;A
Antonio Chiffi;True;A.O.S.M.;Additional Crew;Romanzo criminale S01E01;;nm1781238;Antonio Chiffi;A
Silvano Spoletini;True;A.O.S.M.;Additional Crew;Romanzo criminale S01E01;;nm0819342;Silvano Spoletini;A
SVETLANA PALMER;True;Archive Research;Additional Crew;Chernobyl S01E01;;nm1532611;Svetlana Palmer;A
SVETLANA ALEXIEVICH;True;"Additional Research Material ""Voices from Chernobyl"" by";Additional Crew;Chernobyl S01E01;;nm3923525;Svetlana Alexievich;A
Serena Letterio;True;Permessi O.S.P.;Additional Crew;Romanzo criminale S01E01;;nm1155697;Serena Letterio;A
Antonio Letterio;True;Permessi O.S.P.;Additional Crew;Romanzo criminale S01E01;;nm0504788;Antonio Letterio;A
DANIELA GARKOV;True;KEY SET PA;Additional Crew;Dark S01E09;;nm5963891;Daniela Garkov;A
MAKELA;True;Main Title Design;Additional Crew;Fight Club;;;MAKELA;X
JACK FRITZ;True;Executive Assistants;Additional Crew;Apocalypse Now;;nm0296035;Jack Fritz;A
MELISSA MATHISON;True;Executive Assistants;Additional Crew;Apocalypse Now;;nm0558953;Melissa Mathison;A
DOUG CLAYBOURNE;True;Special Assistant to the Producers;Additional Crew;Apocalypse Now;;;DOUG CLAYBOURNE;X
NILS BRILLAT;True;MOVE COORDINATORS;Additional Crew;Dark S01E09;;nm4964049;Nils Brillat;A
ANETT HANNEMANN;True;SET RUNNERS;Additional Crew;Dark S01E09;;nm8368681;Anett Hannemann;A
JENNY JARUS;True;SET RUNNERS;Additional Crew;Dark S01E09;;nm9238610;Jenny Jarus;A
KATHERINE JONES;True;Medical Artist;Additional Crew;Fight Club;;nm2645706;Katherine Jones;A
DENNIS JAKOB;True;Creative Consultant;Additional Crew;Apocalypse Now;;nm0415911;Dennis Jakob;A
DAVID KÜHN;True;SET RUNNERS;Additional Crew;Dark S01E09;;nm9238609;David Kühn;A
FLORENCE FÖRSTER;True;SET RUNNERS;Additional Crew;Dark S01E09;;nm9238607;Florence Förster;A
KEVIN MCKENNA;True;video playback operator;Additional Crew;Eternal Sunshine of the Spotless Mind;;;KEVIN MCKENNA;X
JOE TRAMMELL;True;24 frame playback supervisor;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm5535990;Jon Trammell;M
ANDREAS REINHARDT;True;SET RUNNERS;Additional Crew;Dark S01E09;;nm9238606;Andreas Reinhardt;A
DARREN RYAN;True;24 frame playback;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm1020645;Darren Ryan;A
Maurizia Tranchina;True;Permessi Minori;Additional Crew;Romanzo criminale S01E01;;nm2619927;Maurizia Tranchina;A
Andrea Bartolazzi;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;nm2450864;Andrea Bartolozzi;M
Irma Basile;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;;Irma Basile;X
Marco Bianco;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;;Marco Bianco;X
Serena Sostegni;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;;Serena Sostegni;X
Roberto Pompei;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;;Roberto Pompei;X
Roberta Peschisolido;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;;Roberta Peschisolido;X
KEVIN HUGHES;True;Production Assistants;Additional Crew;Apocalypse Now;;;KEVIN HUGHES;X
Fabio Peschisolido;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;nm3695104;Fabio Peschisolido;A
Claudia Passeri;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;;Claudia Passeri;X
Susanna Paganin;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;;Susanna Paganin;X
Erica Negri;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;;Erica Negri;X
Cinzia Micozzi;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;;Cinzia Micozzi;X
Daniele Massa;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;;Daniele Massa;X
Patrizia Marchi;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;;Patrizia Marchi;X
Gabriele Stucchi;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;nm2450633;Gabriele Stucchi;A
Gianluca Leoncini;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;nm7633092;Gianluca Leoncini;A
RICH FELLEGARA;True;on set medics;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm0271416;Rich Fellegara;A
Tiziana Gianfriglia;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;nm2450189;Tiziana Gianfriglia;A
FRANCES FIORE;True;unit publicist;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm0278460;Frances Fiore;A
Viviana Fazzalari;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;;Viviana Fazzalari;X
Arianna De Chiara;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;;Arianna De Chiara;X
Claudia Croce;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;nm4133229;Claudia Croce;A
SVETLANA KLETSKAYA;True;Cashier;Additional Crew;Chernobyl S01E01;;nm2669317;Svetlana Kletskaya;A
Giuseppina Cascegna;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;;Giuseppina Cascegna;X
ENZO VERZINI;True;TECNICO;Additional Crew;8 1-2;;nm0895141;Enzo Verzini;A
Inese Briede;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;;Inese Briede;X
Elisa Boltri;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;nm2448716;Elisa Boltri;A
Marina Giorgi;True;Team Cattleya;Additional Crew;Romanzo criminale S01E01;;;Marina Giorgi;X
Caterina Felleca;True;Amministrazione per Pronos 94;Additional Crew;La grande bellezza;;nm6181374;Caterina Felleca;A
Isabelle Laratte;True;Consulenza legale Babe Films;Additional Crew;La grande bellezza;;nm5027597;Isabelle Laratte;A
Antonio Silvestro;True;Amministrazione per Pronos 94;Additional Crew;La grande bellezza;;nm6181375;Antonio Silvestro;A
JERRI WHITEMAN;True;1st Assistant Accountant;Additional Crew;Se7en;;nm0925836;Jerri Whiteman;A
MARILYN FIEBELKORN;True;Assistants to the Producers;Additional Crew;Hill Street Blues S01E13;;nm0275794;Marilyn Fiebelkorn;A
SUSAN B. KREUTZ;True;Craft Service;Additional Crew;Fight Club;;nm0471051;Susan B. Kreutz;A
TERRI S. REDMAN;True;Assistants to the Producers;Additional Crew;Hill Street Blues S01E13;;nm2609172;Terri Redman;M
MELODY ROWLAND;True;Assistants to the Producers;Additional Crew;Hill Street Blues S01E13;;nm2303156;Melody Rowland;A
SHAUNA BEAL;True;Assistants to Mr. Milchan;Additional Crew;Fight Club;;nm0063635;Shauna Beal;A
VLADA RUDIASHKO;True;2nd Unit Production Assistant;Additional Crew;Chernobyl S01E01;;;VLADA RUDIASHKO;X
MARIE AHRENDT;True;CHAPERONE;Additional Crew;Dark S01E09;;nm7832367;Marie Ahrendt;A
DENNY HAHNFELDT;True;2ND UNIT SET RUNNERS;Additional Crew;Dark S01E09;;nm9240762;Denny Hahnfeldt;A
TRACY ERSHOW;True;production assistants;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm1379886;Tracy Ershow;A
HASINA DEARY;True;Assistants to Mr. Milchan;Additional Crew;Fight Club;;nm1004221;Hasina Deary;A
ROBERT J. GRINDROD;True;Production Accountant;Additional Crew;Se7en;;nm0342437;Robert Grindrod;M
PATTI ROBERTS NELSON;True;Mr. Linson's Associate;Additional Crew;Fight Club;;nm0731694;Patti Roberts-Nelson;M
JULIA P. PITT;True;Assistant to Mr. Norton;Additional Crew;Fight Club;;nm1004846;Julia P. Pitt;A
RICH MALCHAR;True;Assistant to Mr. Pitt;Additional Crew;Fight Club;;nm1004647;Rich Malchar;A
FRANCIE BROWN;True;Dialect Coach;Additional Crew;Fight Club;;nm0113567;Francie Brown;A
KRISTY HAMER;True;accounting assistant;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm1268711;Kristy Hamer;A
GWEN M. LUCAS;True;Assistant Production Controller;Additional Crew;Apocalypse Now;;nm0524145;Gwen M. Lucas;A
JEAN A. AUTREY;True;Production Controller;Additional Crew;Apocalypse Now;;nm0042637;Jean A. Autrey;A
CYNTHIA KAO;True;production assistants;Additional Crew;Eternal Sunshine of the Spotless Mind;;;CYNTHIA KAO;X
NORMAN WEBSTER;True;Production Accountant;Additional Crew;Apocalypse Now;;nm0916982;Norman Webster;A
Lara Lucchetta;True;Ricerche e documentazione;Additional Crew;La grande bellezza;;nm3845158;Lara Lucchetta;A
NOAH FOX;True;production assistants;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm1809547;Noah Fox;A
HILLARY R. MEYER;True;payroll accountant;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm0583162;Hillary Meyer;M
ALISON ABROHAMS;True;Assistant to Ms. Chaffin;Additional Crew;Fight Club;;;ALISON ABROHAMS;X
BRIAN CANTALDI;True;first assistant accountant;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm0134470;Brian Cantaldi;A
JESSE BREWER;True;Technical Advisor;Additional Crew;Hill Street Blues S01E13;;nm0108175;Jesse Brewer;A
ADAM M. STONE;True;Set Production Assistants;Additional Crew;Se7en;;nm0831699;Adam M. Stone;A
PHIL RADCLIFFE;True;Production Assistants;Additional Crew;Apocalypse Now;;nm0705372;Phil Radcliffe;A
ROBERT CARROLL;True;Production Assistants;Additional Crew;Apocalypse Now;;;ROBERT CARROLL;X
THOMAS BRADER;True;Brad Pitt's Stand-in;Additional Crew;Se7en;;nm0102974;Thomas Brader;A
FRANCESCA RIVIERE;True;U.S. Production Secretary;Additional Crew;Apocalypse Now;;nm0729663;Francesca Riviere;A
ELEANOR COPPOLA;True;Documentarian;Additional Crew;Apocalypse Now;;;ELEANOR COPPOLA;X
ANDY WHEELER;True;production accountant;Additional Crew;Eternal Sunshine of the Spotless Mind;;nm0923767;Andy Wheeler;A
Dino Lollobrigida;True;Duplicazioni;Additional Crew;Romanzo criminale S01E01;;;Dino Lollobrigida;X
Cinzia D' Ubaldi;True;Duplicazioni;Additional Crew;Romanzo criminale S01E01;;;Cinzia D' Ubaldi;X
Graziano Falzone;True;Titoli;Additional Crew;Romanzo criminale S01E01;;;Graziano Falzone;X
Stefania Pittella;True;Revival;Additional Crew;Romanzo criminale S01E01;;;Stefania Pittella;X
DEBORAH FINE;True;U.S. Production Liaison and Research;Additional Crew;Apocalypse Now;;nm0277601;Deborah Fine;A
KENNETH FRITH;True;Set Production Assistants;Additional Crew;Se7en;;;KENNETH FRITH;X
BRETT DICKER;True;Foreign Publicity Coordinator;Additional Crew;Apocalypse Now;;nm0225369;Brett Dicker;A
Luca Proietti;True;Telecinema Giornalieri;Additional Crew;Romanzo criminale S01E01;;;Luca Proietti;X
LEE BEAUPRE;True;Marketing Director;Additional Crew;Apocalypse Now;;nm0064660;Lee Beaupre;A
PHILLIP ROSEN;True;Production Attorneys;Additional Crew;Se7en;;;PHILLIP ROSEN;X
TED RICH;True;Post Production Supervisor;Additional Crew;Hill Street Blues S01E13;;;TED RICH;X
GABE SUMNER;True;Campaign Coordinator;Additional Crew;Apocalypse Now;;nm0838874;Gabe Sumner;A
AVY ESCHENASY;True;Production Attorneys;Additional Crew;Se7en;;nm0260253;Avy Eschenasy;A
THOMAS ZANDER;True;SIGN LANGUAGE COACH;Additional Crew;Dark S01E09;;nm6105807;Thomas Zander;A
GINNY MARTINO;True;Business Affairs Liasons;Additional Crew;Se7en;;nm0553904;Ginny Martino;A
