nome;is_person;role_detail;role_group;numero_episodio;normalized_name;normalized_name_with_nickname;imdb_nconst_88;nome_corretto_imdb_88;imdb_action_88;imdb_nconst_90;nome_corretto_imdb_90;imdb_action_90;imdb_nconst_92;nome_corretto_imdb_92;imdb_action_92;imdb_nconst_94;nome_corretto_imdb_94;imdb_action_94;imdb_nconst_96;nome_corretto_imdb_96;imdb_action_96;imdb_nconst_98;nome_corretto_imdb_98;imdb_action_98;imdb_nconst_99;nome_corretto_imdb_99;imdb_action_99;HUMAN nome imdb corretto;HUMAN codice imdb corretto
Jim Howe;TRUE;Chefs électriciens;Camera and Electrical Department;Amelie;jim howe;;nm0397844;Jim Howe;A;nm0397844;Jim Howe;A;nm0397844;Jim Howe;A;nm0397844;Jim Howe;A;nm0397844;Jim Howe;A;nm0397844;Jim Howe;A;nm0397844;Jim Howe;A;;
Kenneth Cornilse;TRUE;Machinistes;Camera and Electrical Department;Amelie;kenneth cornilse;;nm0180410;Kenneth Cornils;M;nm0180410;Kenneth Cornils;M;nm0180410;Kenneth Cornils;M;nm0180410;Kenneth Cornils;M;nm0180410;Kenneth Cornils;M;;Kenneth Cornilse;X;;Kenneth Cornilse;X;;
Thierry Tronchet;TRUE;Assistée de;Camera and Electrical Department;Amelie;thierry tronchet;;nm0873504;Thierry Tronchet;A;nm0873504;Thierry Tronchet;A;nm0873504;Thierry Tronchet;A;nm0873504;Thierry Tronchet;A;nm0873504;Thierry Tronchet;A;nm0873504;Thierry Tronchet;A;nm0873504;Thierry Tronchet;A;;
Joël Spinola;TRUE;Électriciens;Camera and Electrical Department;Amelie;joel spinola;;nm1201033;Joel Spinola;A;nm1201033;Joel Spinola;A;nm1201033;Joel Spinola;A;nm1201033;Joel Spinola;A;nm1201033;Joel Spinola;A;nm1201033;Joel Spinola;A;nm1201033;Joel Spinola;A;;
CHAS GERRETSEN;TRUE;Still Photographers;Camera and Electrical Department;Apocalypse Now;chas gerretsen;;nm0314734;Chas Gerretsen;A;nm0314734;Chas Gerretsen;A;nm0314734;Chas Gerretsen;A;nm0314734;Chas Gerretsen;A;nm0314734;Chas Gerretsen;A;nm0314734;Chas Gerretsen;A;nm0314734;Chas Gerretsen;A;;
Thomas Brugge;TRUE;Électriciens;Camera and Electrical Department;Amelie;thomas brugge;;nm0117696;Thomas Brügge;A;nm0117696;Thomas Brügge;A;nm0117696;Thomas Brügge;A;nm0117696;Thomas Brügge;A;nm0117696;Thomas Brügge;A;nm0117696;Thomas Brügge;A;nm0117696;Thomas Brügge;A;;
EFREN LAPID;TRUE;Camera Assistants;Camera and Electrical Department;Apocalypse Now;efren lapid;;nm0487495;Efren Lapid;A;nm0487495;Efren Lapid;A;nm0487495;Efren Lapid;A;nm0487495;Efren Lapid;A;nm0487495;Efren Lapid;A;nm0487495;Efren Lapid;A;nm0487495;Efren Lapid;A;;
Matthieu Bastid;TRUE;1er assistant;Camera and Electrical Department;Amelie;matthieu bastid;;nm0060484;Matthieu Bastid;A;nm0060484;Matthieu Bastid;A;nm0060484;Matthieu Bastid;A;nm0060484;Matthieu Bastid;A;nm0060484;Matthieu Bastid;A;nm0060484;Matthieu Bastid;A;nm0060484;Matthieu Bastid;A;;
RINO BERNARDINI;TRUE;Camera Assistants;Camera and Electrical Department;Apocalypse Now;rino bernardini;;;RINO BERNARDINI;X;;RINO BERNARDINI;X;;RINO BERNARDINI;X;;RINO BERNARDINI;X;;RINO BERNARDINI;X;;RINO BERNARDINI;X;;RINO BERNARDINI;X;;
Eric Dupressoir;TRUE;Groupiste;Camera and Electrical Department;Amelie;eric dupressoir;;nm0243435;Eric Dupressoir;A;nm0243435;Eric Dupressoir;A;nm0243435;Eric Dupressoir;A;nm0243435;Eric Dupressoir;A;nm0243435;Eric Dupressoir;A;nm0243435;Eric Dupressoir;A;nm0243435;Eric Dupressoir;A;;
Patrick de Ranter;TRUE;Steadicam;Camera and Electrical Department;Amelie;patrick de ranter;;nm0211078;Patrick de Ranter;A;nm0211078;Patrick de Ranter;A;nm0211078;Patrick de Ranter;A;nm0211078;Patrick de Ranter;A;nm0211078;Patrick de Ranter;A;nm0211078;Patrick de Ranter;A;nm0211078;Patrick de Ranter;A;;
CALEB DESCHANEL;TRUE;Insert Director of Photography;Camera and Electrical Department;Apocalypse Now;caleb deschanel;;nm0221042;Caleb Deschanel;A;nm0221042;Caleb Deschanel;A;nm0221042;Caleb Deschanel;A;nm0221042;Caleb Deschanel;A;nm0221042;Caleb Deschanel;A;nm0221042;Caleb Deschanel;A;nm0221042;Caleb Deschanel;A;;
Thomas Sidopoulos;TRUE;Renfort;Camera and Electrical Department;Amelie;thomas sidopoulos;;nm0796672;Thomas Sidopoulos;A;nm0796672;Thomas Sidopoulos;A;nm0796672;Thomas Sidopoulos;A;nm0796672;Thomas Sidopoulos;A;nm0796672;Thomas Sidopoulos;A;nm0796672;Thomas Sidopoulos;A;nm0796672;Thomas Sidopoulos;A;;
Jean-Marie DAUNAS;TRUE;Patron du Pelican;Cast;Maigret S03E01;jean marie daunas;;nm0202384;Jean-Marie Daunas;A;nm0202384;Jean-Marie Daunas;A;nm0202384;Jean-Marie Daunas;A;nm0202384;Jean-Marie Daunas;A;nm0202384;Jean-Marie Daunas;A;nm0202384;Jean-Marie Daunas;A;nm0202384;Jean-Marie Daunas;A;;
DANIEL ZACAPA;TRUE;Detective Taylor at First Murder;Cast;Se7en;daniel zacapa;;nm0669254;Daniel Zacapa;A;nm0669254;Daniel Zacapa;A;nm0669254;Daniel Zacapa;A;nm0669254;Daniel Zacapa;A;nm0669254;Daniel Zacapa;A;nm0669254;Daniel Zacapa;A;nm0669254;Daniel Zacapa;A;;
Pierre BANDERET;TRUE;Patron Brasserie de l'horloge;Cast;Maigret S03E01;pierre banderet;;nm0038450;Pierre Banderet;A;nm0038450;Pierre Banderet;A;nm0038450;Pierre Banderet;A;nm0038450;Pierre Banderet;A;nm0038450;Pierre Banderet;A;nm0038450;Pierre Banderet;A;nm0038450;Pierre Banderet;A;;
Philippe MAYMAT;TRUE;Le voyou;Cast;Maigret S03E01;philippe maymat;;nm0562721;Philippe Maymat;A;nm0562721;Philippe Maymat;A;nm0562721;Philippe Maymat;A;nm0562721;Philippe Maymat;A;nm0562721;Philippe Maymat;A;nm0562721;Philippe Maymat;A;nm0562721;Philippe Maymat;A;;
BILL GRAHAM;TRUE;Agent;Cast;Apocalypse Now;bill graham;;;BILL GRAHAM;X;;BILL GRAHAM;X;;BILL GRAHAM;X;;BILL GRAHAM;X;;BILL GRAHAM;X;;BILL GRAHAM;X;;BILL GRAHAM;X;;
KIRSTEN DUNST;TRUE;;Cast;Eternal Sunshine of the Spotless Mind;kirsten dunst;;nm0000379;Kirsten Dunst;A;nm0000379;Kirsten Dunst;A;nm0000379;Kirsten Dunst;A;nm0000379;Kirsten Dunst;A;nm0000379;Kirsten Dunst;A;nm0000379;Kirsten Dunst;A;nm0000379;Kirsten Dunst;A;;
KIRSTEN DUNST;TRUE;mary;Cast;Eternal Sunshine of the Spotless Mind;kirsten dunst;;nm0000379;Kirsten Dunst;A;nm0000379;Kirsten Dunst;A;nm0000379;Kirsten Dunst;A;nm0000379;Kirsten Dunst;A;nm0000379;Kirsten Dunst;A;nm0000379;Kirsten Dunst;A;nm0000379;Kirsten Dunst;A;;
BRIAN EVERS;TRUE;Duty Sergeant;Cast;Se7en;brian evers;;nm0263634;Brian Evers;A;nm0263634;Brian Evers;A;nm0263634;Brian Evers;A;nm0263634;Brian Evers;A;nm0263634;Brian Evers;A;nm0263634;Brian Evers;A;nm0263634;Brian Evers;A;;
Jacques DISSES;TRUE;L'épicier;Cast;Maigret S03E01;jacques disses;;nm0228432;Jacques Disses;A;nm0228432;Jacques Disses;A;nm0228432;Jacques Disses;A;nm0228432;Jacques Disses;A;nm0228432;Jacques Disses;A;nm0228432;Jacques Disses;A;nm0228432;Jacques Disses;A;;
Franco Bottone;TRUE;Fabio Corbucci;Cast;Romanzo criminale S01E01;franco bottone;;nm2829094;Franco Bottone;A;nm2829094;Franco Bottone;A;nm2829094;Franco Bottone;A;nm2829094;Franco Bottone;A;nm2829094;Franco Bottone;A;nm2829094;Franco Bottone;A;nm2829094;Franco Bottone;A;;
Charles-Roger Bour;TRUE;l'homme à la vespasienne;Cast;Amelie;charles roger bour;;nm0099695;Charles-Roger Bour;A;nm0099695;Charles-Roger Bour;A;nm0099695;Charles-Roger Bour;A;nm0099695;Charles-Roger Bour;A;nm0099695;Charles-Roger Bour;A;nm0099695;Charles-Roger Bour;A;nm0099695;Charles-Roger Bour;A;;
JÖRDIS TRIEBEL;TRUE;KATHARINA NIELSEN;Cast;Dark S01E09;jordis triebel;;nm1935952;Jördis Triebel;A;nm1935952;Jördis Triebel;A;nm1935952;Jördis Triebel;A;nm1935952;Jördis Triebel;A;nm1935952;Jördis Triebel;A;nm1935952;Jördis Triebel;A;nm1935952;Jördis Triebel;A;;
GWENDOLYN GÖBEL;TRUE;CLAUDIA TIEDEMANN 1953;Cast;Dark S01E09;gwendolyn gobel;;nm3728207;Gwendolyn Göbel;A;nm3728207;Gwendolyn Göbel;A;nm3728207;Gwendolyn Göbel;A;nm3728207;Gwendolyn Göbel;A;nm3728207;Gwendolyn Göbel;A;nm3728207;Gwendolyn Göbel;A;nm3728207;Gwendolyn Göbel;A;;
Antonio Nobili;TRUE;Carabiniere Posto Di Blocco;Cast;Romanzo criminale S01E01;antonio nobili;;nm7019091;Antonio Nobili;A;nm7019091;Antonio Nobili;A;nm7019091;Antonio Nobili;A;nm7019091;Antonio Nobili;A;nm7019091;Antonio Nobili;A;nm7019091;Antonio Nobili;A;nm7019091;Antonio Nobili;A;;
Fulvio Pepe;TRUE;Rizzo;Cast;Romanzo criminale S01E01;fulvio pepe;;nm2656040;Fulvio Pepe;A;nm2656040;Fulvio Pepe;A;nm2656040;Fulvio Pepe;A;nm2656040;Fulvio Pepe;A;nm2656040;Fulvio Pepe;A;nm2656040;Fulvio Pepe;A;nm2656040;Fulvio Pepe;A;;
Claire Maurier;TRUE;;Cast;Amelie;claire maurier;;nm0561158;Claire Maurier;A;nm0561158;Claire Maurier;A;nm0561158;Claire Maurier;A;nm0561158;Claire Maurier;A;nm0561158;Claire Maurier;A;nm0561158;Claire Maurier;A;nm0561158;Claire Maurier;A;;
JOSHIO MARLON;TRUE;TRONTE NIELSEN 1953;Cast;Dark S01E09;joshio marlon;;nm6491766;Joshio Marlon;A;nm6491766;Joshio Marlon;A;nm6491766;Joshio Marlon;A;nm6491766;Joshio Marlon;A;nm6491766;Joshio Marlon;A;nm6491766;Joshio Marlon;A;nm6491766;Joshio Marlon;A;;
ALBERT HALL;TRUE;Chief;Cast;Apocalypse Now;albert hall;;;ALBERT HALL;X;;ALBERT HALL;X;;ALBERT HALL;X;;ALBERT HALL;X;;ALBERT HALL;X;;ALBERT HALL;X;;ALBERT HALL;X;;
Brad Pitt;TRUE;;Cast;Se7en;brad pitt;;nm0000093;Brad Pitt;A;nm0000093;Brad Pitt;A;nm0000093;Brad Pitt;A;nm0000093;Brad Pitt;A;nm0000093;Brad Pitt;A;nm0000093;Brad Pitt;A;nm0000093;Brad Pitt;A;;
Patten NIGEL;TRUE;L'interprète;Cast;Maigret S03E01;patten nigel;;nm0631420;Patten Nigel;A;nm0631420;Patten Nigel;A;nm0631420;Patten Nigel;A;nm0631420;Patten Nigel;A;nm0631420;Patten Nigel;A;nm0631420;Patten Nigel;A;nm0631420;Patten Nigel;A;;
LUCÍA VEIGA;TRUE;;Cast;El desorden que dejas S01E03;lucia veiga;;nm10224527;Lucía Veiga;A;nm10224527;Lucía Veiga;A;nm10224527;Lucía Veiga;A;nm10224527;Lucía Veiga;A;nm10224527;Lucía Veiga;A;nm10224527;Lucía Veiga;A;nm10224527;Lucía Veiga;A;;
Judith BURNETT;TRUE;Mlle Borms;Cast;Maigret S03E01;judith burnett;;nm0122385;Judith Burnett;A;nm0122385;Judith Burnett;A;nm0122385;Judith Burnett;A;nm0122385;Judith Burnett;A;nm0122385;Judith Burnett;A;nm0122385;Judith Burnett;A;nm0122385;Judith Burnett;A;;
LINDA CARPENTER;TRUE;Playmate;Cast;Apocalypse Now;linda carpenter;;;LINDA CARPENTER;X;;LINDA CARPENTER;X;;LINDA CARPENTER;X;;LINDA CARPENTER;X;;LINDA CARPENTER;X;;LINDA CARPENTER;X;;LINDA CARPENTER;X;;
Christiane Bopp;TRUE;la femme près du manège;Cast;Amelie;christiane bopp;;nm0095890;Christiane Bopp;A;nm0095890;Christiane Bopp;A;nm0095890;Christiane Bopp;A;nm0095890;Christiane Bopp;A;nm0095890;Christiane Bopp;A;nm0095890;Christiane Bopp;A;nm0095890;Christiane Bopp;A;;
Jean-Pierre GOS;TRUE;;Cast;Maigret S03E01;jean pierre gos;;nm0331433;Jean-Pierre Gos;A;nm0331433;Jean-Pierre Gos;A;nm0331433;Jean-Pierre Gos;A;nm0331433;Jean-Pierre Gos;A;nm0331433;Jean-Pierre Gos;A;nm0331433;Jean-Pierre Gos;A;nm0331433;Jean-Pierre Gos;A;;
Yolande Moreau;TRUE;;Cast;Amelie;yolande moreau;;nm0603446;Yolande Moreau;A;nm0603446;Yolande Moreau;A;nm0603446;Yolande Moreau;A;nm0603446;Yolande Moreau;A;nm0603446;Yolande Moreau;A;nm0603446;Yolande Moreau;A;nm0603446;Yolande Moreau;A;;
MARK RUFFALO;TRUE;;Cast;Eternal Sunshine of the Spotless Mind;mark ruffalo;;nm0749263;Mark Ruffalo;A;nm0749263;Mark Ruffalo;A;nm0749263;Mark Ruffalo;A;nm0749263;Mark Ruffalo;A;nm0749263;Mark Ruffalo;A;nm0749263;Mark Ruffalo;A;nm0749263;Mark Ruffalo;A;;
MARK RUFFALO;TRUE;stan;Cast;Eternal Sunshine of the Spotless Mind;mark ruffalo;;nm0749263;Mark Ruffalo;A;nm0749263;Mark Ruffalo;A;nm0749263;Mark Ruffalo;A;nm0749263;Mark Ruffalo;A;nm0749263;Mark Ruffalo;A;nm0749263;Mark Ruffalo;A;nm0749263;Mark Ruffalo;A;;
MICHEL PITTON;TRUE;Philippe DeMarais;Cast;Apocalypse Now;michel pitton;;nm0685977;Michel Pitton;A;nm0685977;Michel Pitton;A;nm0685977;Michel Pitton;A;nm0685977;Michel Pitton;A;nm0685977;Michel Pitton;A;nm0685977;Michel Pitton;A;nm0685977;Michel Pitton;A;;
Veronica Gentili;TRUE;Vanessa;Cast;Romanzo criminale S01E01;veronica gentili;;nm1076624;Veronica Gentili;A;nm1076624;Veronica Gentili;A;nm1076624;Veronica Gentili;A;nm1076624;Veronica Gentili;A;nm1076624;Veronica Gentili;A;nm1076624;Veronica Gentili;A;nm1076624;Veronica Gentili;A;;
CHARLINE SU;TRUE;TV News Reporter;Cast;Se7en;charline su;;nm0836772;Charline Su;A;nm0836772;Charline Su;A;nm0836772;Charline Su;A;nm0836772;Charline Su;A;nm0836772;Charline Su;A;nm0836772;Charline Su;A;nm0836772;Charline Su;A;;
CHARLES TAMBURRO;TRUE;Swat Helicopter Pilot;Cast;Se7en;charles tamburro;;nm0848596;Charles A. Tamburro;M;nm0848596;Charles A. Tamburro;M;nm0848596;Charles A. Tamburro;M;nm0848596;Charles A. Tamburro;M;;CHARLES TAMBURRO;X;;CHARLES TAMBURRO;X;;CHARLES TAMBURRO;X;;
Pierre JULIEN;TRUE;Monsieur Jean;Cast;Maigret S03E01;pierre julien;;;Pierre JULIEN;X;;Pierre JULIEN;X;;Pierre JULIEN;X;;Pierre JULIEN;X;;Pierre JULIEN;X;;Pierre JULIEN;X;;Pierre JULIEN;X;;
Jean-Pierre GOS;TRUE;Lucas;Cast;Maigret S03E01;jean pierre gos;;nm0331433;Jean-Pierre Gos;A;nm0331433;Jean-Pierre Gos;A;nm0331433;Jean-Pierre Gos;A;nm0331433;Jean-Pierre Gos;A;nm0331433;Jean-Pierre Gos;A;nm0331433;Jean-Pierre Gos;A;nm0331433;Jean-Pierre Gos;A;;
Jérôme DESCHAMPS;TRUE;Avec;Cast;Maigret S03E01;jerome deschamps;;nm0221022;Jérôme Deschamps;A;nm0221022;Jérôme Deschamps;A;nm0221022;Jérôme Deschamps;A;nm0221022;Jérôme Deschamps;A;nm0221022;Jérôme Deschamps;A;nm0221022;Jérôme Deschamps;A;nm0221022;Jérôme Deschamps;A;;
Antonio Gerardi;TRUE;Sardo;Cast;Romanzo criminale S01E01;antonio gerardi;;;Antonio Gerardi;X;;Antonio Gerardi;X;;Antonio Gerardi;X;;Antonio Gerardi;X;;Antonio Gerardi;X;;Antonio Gerardi;X;;Antonio Gerardi;X;;
MICHAEL HERR;TRUE;Narration by;Cast;Apocalypse Now;michael herr;;;MICHAEL HERR;X;;MICHAEL HERR;X;;MICHAEL HERR;X;;MICHAEL HERR;X;;MICHAEL HERR;X;;MICHAEL HERR;X;;MICHAEL HERR;X;;
HERMANN BEYER;TRUE;HELGE DOPPLER;Cast;Dark S01E09;hermann beyer;;nm0079916;Hermann Beyer;A;nm0079916;Hermann Beyer;A;nm0079916;Hermann Beyer;A;nm0079916;Hermann Beyer;A;nm0079916;Hermann Beyer;A;nm0079916;Hermann Beyer;A;nm0079916;Hermann Beyer;A;;
Pablo VERON;TRUE;Euzebio;Cast;Maigret S03E01;pablo veron;;nm0895164;Pablo Verón;A;nm0895164;Pablo Verón;A;nm0895164;Pablo Verón;A;nm0895164;Pablo Verón;A;nm0895164;Pablo Verón;A;nm0895164;Pablo Verón;A;nm0895164;Pablo Verón;A;;
VINICIO MARCHIONI;TRUE;;Cast;Romanzo criminale S01E01;vinicio marchioni;;nm3036436;Vinicio Marchioni;A;nm3036436;Vinicio Marchioni;A;nm3036436;Vinicio Marchioni;A;nm3036436;Vinicio Marchioni;A;nm3036436;Vinicio Marchioni;A;nm3036436;Vinicio Marchioni;A;nm3036436;Vinicio Marchioni;A;;
LOLA DAEHLER;TRUE;young clementine;Cast;Eternal Sunshine of the Spotless Mind;lola daehler;;nm1287000;Lola Daehler;A;nm1287000;Lola Daehler;A;nm1287000;Lola Daehler;A;nm1287000;Lola Daehler;A;nm1287000;Lola Daehler;A;nm1287000;Lola Daehler;A;nm1287000;Lola Daehler;A;;
Jean-Claude FRISSUNG;TRUE;;Cast;Maigret S03E01;jean claude frissung;;nm0295923;Jean-Claude Frissung;A;nm0295923;Jean-Claude Frissung;A;nm0295923;Jean-Claude Frissung;A;nm0295923;Jean-Claude Frissung;A;nm0295923;Jean-Claude Frissung;A;nm0295923;Jean-Claude Frissung;A;nm0295923;Jean-Claude Frissung;A;;
Jean-Claude FRISSUNG;TRUE;Janvier;Cast;Maigret S03E01;jean claude frissung;;nm0295923;Jean-Claude Frissung;A;nm0295923;Jean-Claude Frissung;A;nm0295923;Jean-Claude Frissung;A;nm0295923;Jean-Claude Frissung;A;nm0295923;Jean-Claude Frissung;A;nm0295923;Jean-Claude Frissung;A;nm0295923;Jean-Claude Frissung;A;;
CAT MUELLER;TRUE;Lust Victim;Cast;Se7en;cat mueller;;;CAT MUELLER;X;;CAT MUELLER;X;;CAT MUELLER;X;;CAT MUELLER;X;;CAT MUELLER;X;;CAT MUELLER;X;;CAT MUELLER;X;;
Jérôme DESCHAMPS;TRUE;Prosper;Cast;Maigret S03E01;jerome deschamps;;nm0221022;Jérôme Deschamps;A;nm0221022;Jérôme Deschamps;A;nm0221022;Jérôme Deschamps;A;nm0221022;Jérôme Deschamps;A;nm0221022;Jérôme Deschamps;A;nm0221022;Jérôme Deschamps;A;nm0221022;Jérôme Deschamps;A;;
Vincenzo Tanassi;TRUE;Secco;Cast;Romanzo criminale S01E01;vincenzo tanassi;;nm0849135;Vincenzo Tanassi;A;nm0849135;Vincenzo Tanassi;A;nm0849135;Vincenzo Tanassi;A;nm0849135;Vincenzo Tanassi;A;nm0849135;Vincenzo Tanassi;A;nm0849135;Vincenzo Tanassi;A;nm0849135;Vincenzo Tanassi;A;;
Gaia Insenga;TRUE;Donatella Moglie Angioletto;Cast;Romanzo criminale S01E01;gaia insenga;;nm5129484;Gaia Insenga;A;nm5129484;Gaia Insenga;A;nm5129484;Gaia Insenga;A;nm5129484;Gaia Insenga;A;nm5129484;Gaia Insenga;A;nm5129484;Gaia Insenga;A;nm5129484;Gaia Insenga;A;;
MARK WASCHKE;TRUE;NOAH;Cast;Dark S01E09;mark waschke;;nm2409219;Mark Waschke;A;nm2409219;Mark Waschke;A;nm2409219;Mark Waschke;A;nm2409219;Mark Waschke;A;nm2409219;Mark Waschke;A;nm2409219;Mark Waschke;A;nm2409219;Mark Waschke;A;;
JOSH FLITTER;TRUE;young bullies;Cast;Eternal Sunshine of the Spotless Mind;josh flitter;;nm1346160;Josh Flitter;A;nm1346160;Josh Flitter;A;nm1346160;Josh Flitter;A;nm1346160;Josh Flitter;A;nm1346160;Josh Flitter;A;nm1346160;Josh Flitter;A;nm1346160;Josh Flitter;A;;
ALLAN KOLMAN;TRUE;First Forensic Man in the Law Office;Cast;Se7en;allan kolman;;nm0464255;Allan Kolman;A;nm0464255;Allan Kolman;A;nm0464255;Allan Kolman;A;nm0464255;Allan Kolman;A;nm0464255;Allan Kolman;A;nm0464255;Allan Kolman;A;nm0464255;Allan Kolman;A;;
Maryvonne SCHILTZ;TRUE;;Cast;Maigret S03E01;maryvonne schiltz;;nm0771756;Maryvonne Schiltz;A;nm0771756;Maryvonne Schiltz;A;nm0771756;Maryvonne Schiltz;A;nm0771756;Maryvonne Schiltz;A;nm0771756;Maryvonne Schiltz;A;nm0771756;Maryvonne Schiltz;A;nm0771756;Maryvonne Schiltz;A;;
ANTONELLA ATTILI;TRUE;;Cast;Romanzo criminale S01E01;antonella attili;;nm0041066;Antonella Attili;A;nm0041066;Antonella Attili;A;nm0041066;Antonella Attili;A;nm0041066;Antonella Attili;A;nm0041066;Antonella Attili;A;nm0041066;Antonella Attili;A;nm0041066;Antonella Attili;A;;
LEOPOLD HORNUNG;TRUE;TORBEN W÷LLER;Cast;Dark S01E09;leopold hornung;;nm1213137;Leopold Hornung;A;nm1213137;Leopold Hornung;A;nm1213137;Leopold Hornung;A;nm1213137;Leopold Hornung;A;nm1213137;Leopold Hornung;A;nm1213137;Leopold Hornung;A;nm1213137;Leopold Hornung;A;;
Clotilde Mollet;TRUE;;Cast;Amelie;clotilde mollet;;nm0597042;Clotilde Mollet;A;nm0597042;Clotilde Mollet;A;nm0597042;Clotilde Mollet;A;nm0597042;Clotilde Mollet;A;nm0597042;Clotilde Mollet;A;nm0597042;Clotilde Mollet;A;nm0597042;Clotilde Mollet;A;;
LISA KREUZER;TRUE;CLAUDIA TIEDEMANN;Cast;Dark S01E09;lisa kreuzer;;nm0471079;Lisa Kreuzer;A;nm0471079;Lisa Kreuzer;A;nm0471079;Lisa Kreuzer;A;nm0471079;Lisa Kreuzer;A;nm0471079;Lisa Kreuzer;A;nm0471079;Lisa Kreuzer;A;nm0471079;Lisa Kreuzer;A;;
LISA VICARI;TRUE;MARTHA NIELSEN;Cast;Dark S01E09;lisa vicari;;nm3582197;Lisa Vicari;A;nm3582197;Lisa Vicari;A;nm3582197;Lisa Vicari;A;nm3582197;Lisa Vicari;A;nm3582197;Lisa Vicari;A;nm3582197;Lisa Vicari;A;nm3582197;Lisa Vicari;A;;
AURORE CLEMENT;TRUE;Roxanne Sarrault;Cast;Apocalypse Now;aurore clement;;nm0167467;Aurore Clément;A;nm0167467;Aurore Clément;A;nm0167467;Aurore Clément;A;nm0167467;Aurore Clément;A;nm0167467;Aurore Clément;A;nm0167467;Aurore Clément;A;nm0167467;Aurore Clément;A;;
MAJA SCHÖNE;TRUE;HANNAH KAHNWALD;Cast;Dark S01E09;maja schone;;nm1063597;Maja Schöne;A;nm1063597;Maja Schöne;A;nm1063597;Maja Schöne;A;nm1063597;Maja Schöne;A;nm1063597;Maja Schöne;A;nm1063597;Maja Schöne;A;nm1063597;Maja Schöne;A;;
Michel CACCIA;TRUE;Ramuel;Cast;Maigret S03E01;michel caccia;;nm0127956;Michel Caccia;A;nm0127956;Michel Caccia;A;nm0127956;Michel Caccia;A;nm0127956;Michel Caccia;A;nm0127956;Michel Caccia;A;nm0127956;Michel Caccia;A;nm0127956;Michel Caccia;A;;
LOUIS HOFMANN;TRUE;JONAS KAHNWALD;Cast;Dark S01E09;louis hofmann;;nm3836977;Louis Hofmann;A;nm3836977;Louis Hofmann;A;nm3836977;Louis Hofmann;A;nm3836977;Louis Hofmann;A;nm3836977;Louis Hofmann;A;nm3836977;Louis Hofmann;A;nm3836977;Louis Hofmann;A;;
JIM CARREY;TRUE;;Cast;Eternal Sunshine of the Spotless Mind;jim carrey;;;JIM CARREY;X;;JIM CARREY;X;;JIM CARREY;X;;JIM CARREY;X;;JIM CARREY;X;;JIM CARREY;X;;JIM CARREY;X;;
JIM CARREY;TRUE;joel barish;Cast;Eternal Sunshine of the Spotless Mind;jim carrey;;;JIM CARREY;X;;JIM CARREY;X;;JIM CARREY;X;;JIM CARREY;X;;JIM CARREY;X;;JIM CARREY;X;;JIM CARREY;X;;
LUISA TREVIÑO;TRUE;;Cast;El desorden que dejas S01E03;luisa trevino;;nm12138744;Luisa Treviño;A;nm12138744;Luisa Treviño;A;nm12138744;Luisa Treviño;A;nm12138744;Luisa Treviño;A;nm12138744;Luisa Treviño;A;nm12138744;Luisa Treviño;A;nm12138744;Luisa Treviño;A;;
LUDGER BÖKELMANN;TRUE;ULRICH NIELSEN 1986;Cast;Dark S01E09;ludger bokelmann;;nm5716198;Ludger Bökelmann;A;nm5716198;Ludger Bökelmann;A;nm5716198;Ludger Bökelmann;A;nm5716198;Ludger Bökelmann;A;nm5716198;Ludger Bökelmann;A;nm5716198;Ludger Bökelmann;A;nm5716198;Ludger Bökelmann;A;;
MACHI SALGADO;TRUE;;Cast;El desorden que dejas S01E03;machi salgado;;nm5735376;Machi Salgado;A;nm5735376;Machi Salgado;A;nm5735376;Machi Salgado;A;nm5735376;Machi Salgado;A;nm5735376;Machi Salgado;A;nm5735376;Machi Salgado;A;nm5735376;Machi Salgado;A;;
LUISE HEYER;TRUE;DORIS TIEDEMANN;Cast;Dark S01E09;luise heyer;;nm4533391;Luise Heyer;A;nm4533391;Luise Heyer;A;nm4533391;Luise Heyer;A;nm4533391;Luise Heyer;A;nm4533391;Luise Heyer;A;nm4533391;Luise Heyer;A;nm4533391;Luise Heyer;A;;
Michel CACCIA;TRUE;;Cast;Maigret S03E01;michel caccia;;nm0127956;Michel Caccia;A;nm0127956;Michel Caccia;A;nm0127956;Michel Caccia;A;nm0127956;Michel Caccia;A;nm0127956;Michel Caccia;A;nm0127956;Michel Caccia;A;nm0127956;Michel Caccia;A;;
Michel CASSAGNE;TRUE;Gardel;Cast;Maigret S03E01;michel cassagne;;nm0143948;Michel Cassagne;A;nm0143948;Michel Cassagne;A;nm0143948;Michel Cassagne;A;nm0143948;Michel Cassagne;A;nm0143948;Michel Cassagne;A;nm0143948;Michel Cassagne;A;nm0143948;Michel Cassagne;A;;
LYDIA MARIA MAKRIDES;TRUE;REGINA TIEDEMANN 1986;Cast;Dark S01E09;lydia maria makrides;;nm6543104;Lydia Maria Makrides;A;nm6543104;Lydia Maria Makrides;A;nm6543104;Lydia Maria Makrides;A;nm6543104;Lydia Maria Makrides;A;nm6543104;Lydia Maria Makrides;A;nm6543104;Lydia Maria Makrides;A;nm6543104;Lydia Maria Makrides;A;;
Gaetano Giordano;TRUE;Cannizzaro 1;Cast;Romanzo criminale S01E01;gaetano giordano;;nm6828012;Gaetano Giordano;A;nm6828012;Gaetano Giordano;A;nm6828012;Gaetano Giordano;A;nm6828012;Gaetano Giordano;A;nm6828012;Gaetano Giordano;A;nm6828012;Gaetano Giordano;A;nm6828012;Gaetano Giordano;A;;
